,Tract,FIPS,Area (Land),Total Population:,% Total Population: White Alone,% Total Population: Black or African American Alone,Population 25 Years and Over:,Civilian Population in Labor Force 16 Years and Over:,% Civilian Population in Labor Force 16 Years and Over: Employed,% Civilian Population in Labor Force 16 Years and Over: Unemployed,Households:,% Households: with Social Security Income,% Households: No Social Security Income,% Total: No Health Insurance Coverage,% Total: with Health Insurance Coverage,% Total: with Health Insurance Coverage: Public Health Coverage,% Total: with Health Insurance Coverage: Private Health Insurance,"% Households: Less than $39,999","% Households: $40,000 to $74,999","% Households: $75,000 or More",% High School or Less,% Bachelor's or More,Life Expectancy
2306,Rock Island County 0245.00,17161024500,5822611,2215,55.8,19.59,1296,1200,83.08,16.92,792,24.37,75.63,6.86,93.14,43.45,56.27,46.84,34.730000000000004,18.439999999999998,46.45,6.949999999999999,75.2
2307,St. Clair County 5004.00,17163500400,2964324,1866,1.02,90.73,1454,715,98.6,1.4,1102,29.22,70.78,8.68,91.32,71.49,36.12,80.77000000000001,13.16,6.08,60.59,4.54,71.8
2308,St. Clair County 5005.00,17163500500,1663642,2754,3.74,95.61,1473,1064,85.9,14.1,918,30.07,69.93,8.6,91.4,70.95,34.07,49.019999999999996,36.17,14.82,65.37,1.43,73.8
2309,St. Clair County 5009.00,17163500900,3023381,3629,1.6,94.1,2332,1243,91.15,8.85,1670,43.29,56.71,4.77,95.23,77.94,27.27,82.57000000000001,12.09,5.33,62.69,11.83,71.7
2310,St. Clair County 5011.00,17163501100,2245001,1470,0.68,98.5,1127,616,87.5,12.5,644,52.02,47.98,12.18,87.82,63.95,48.5,70.34,23.910000000000004,5.74,45.42999999999999,8.34,70.9
2311,St. Clair County 5013.00,17163501300,4617944,4314,1.58,97.89,3573,2041,86.72,13.28,1503,59.41,40.59,4.28,95.72,55.22,65.06,54.81,25.68,19.490000000000002,64.28999999999999,11.809999999999999,72.5
2312,St. Clair County 5014.00,17163501400,2044954,3120,0.45,97.4,2401,1575,78.98,21.02,1223,50.2,49.8,9.62,90.38,46.67,51.76,43.25,35.32,21.43,28.45,29.61,69.7
2313,St. Clair County 5015.01,17163501501,3915168,1799,49.86,47.92,1434,1045,85.45,14.55,814,41.28,58.72,8.43,91.57,37.76,67.65,30.600000000000005,34.03,35.38,31.17,28.240000000000002,76.2
2314,St. Clair County 5015.02,17163501502,3430029,2712,63.57,29.02,1979,1347,94.28,5.72,1159,26.23,73.77,11.35,88.65,29.93,65.98,33.13999999999999,24.080000000000002,42.790000000000006,43.97,19.16,77.3
2315,St. Clair County 5016.02,17163501602,3230026,3992,56.89,35.42,2998,2398,98.29,1.71,1933,22.97,77.03,16.94,83.06,34.3,61.22,54.79,26.28,18.94,35.89,20.020000000000003,73.9
2316,St. Clair County 5016.04,17163501604,3373926,4228,60.95,38.79,2711,2284,97.72,2.28,2002,29.97,70.03,1.69,98.31,33.59,74.15,55.330000000000005,25.02,19.63,49.91,16.450000000000003,77.7
2317,St. Clair County 5016.05,17163501605,1939215,3156,70.37,21.61,2246,1821,95.06,4.94,1357,27.12,72.88,1.62,98.38,33.4,78.68,18.939999999999998,34.64,46.42,16.34,28.58,78.4
2318,St. Clair County 5017.00,17163501700,2733491,3116,70.12,21.66,2050,1307,95.26,4.74,1238,31.74,68.26,6.93,93.07,49.88,58.72,45.39,36.58,18.009999999999998,49.650000000000006,10.93,73.0
2319,St. Clair County 5019.00,17163501900,1883741,3427,88.18,3.97,2425,1856,97.36,2.64,1469,28.73,71.27,4.96,95.04,36.36,72.81,35.8,25.19,39.01,24.169999999999998,27.93,78.1
2320,St. Clair County 5021.00,17163502100,11426886,2059,61.49,1.55,1303,925,97.41,2.59,749,32.18,67.82,25.25,74.75,45.07,41.96,57.269999999999996,22.299999999999997,20.429999999999996,76.6,9.75,75.2
2321,St. Clair County 5022.00,17163502200,4035855,2156,3.62,87.57,1171,533,70.36,29.64,898,32.74,67.26,7.75,92.25,83.91,17.12,84.41,14.809999999999999,0.78,62.68,7.17,71.8
2322,St. Clair County 5023.00,17163502300,18554967,5554,47.25,46.74,3523,2319,93.23,6.77,2380,29.71,70.29,9.0,91.0,65.72,31.87,59.879999999999995,20.67,19.44,54.9,13.14,72.4
2323,St. Clair County 5024.01,17163502401,1982913,1483,0.0,96.83,976,678,89.97,10.03,652,24.39,75.61,12.54,87.46,63.79,27.92,69.92999999999999,15.95,14.11,60.56,8.7,69.6
2324,St. Clair County 5025.00,17163502500,4080135,981,1.33,97.15,694,444,85.81,14.19,407,33.66,66.34,8.77,91.23,54.43,47.71,53.56999999999999,27.03,19.41,66.57,8.93,69.5
2325,St. Clair County 5026.02,17163502602,6500483,5882,28.2,70.47,3513,2622,87.8,12.2,1822,36.33,63.67,6.11,93.89,58.81,44.45,55.71,22.88,21.4,62.92999999999999,7.28,70.3
2326,St. Clair County 5026.03,17163502603,15163304,3721,18.38,79.87,2176,1589,90.94,9.06,1273,32.68,67.32,3.98,96.02,61.41,43.4,60.73,20.58,18.699999999999996,50.870000000000005,13.42,71.8
2327,St. Clair County 5027.00,17163502700,1932278,1088,1.01,92.56,632,444,78.6,21.4,410,27.56,72.44,20.22,79.78,60.29,23.44,62.92,29.27,7.8,41.290000000000006,13.29,68.5
2328,St. Clair County 5028.00,17163502800,4596232,3212,0.4,99.35,1493,854,79.74,20.26,1277,38.45,61.55,8.75,91.25,86.24,16.28,86.13,8.059999999999999,5.8,69.06,1.07,70.8
2329,St. Clair County 5029.00,17163502900,8801708,1747,10.48,88.84,1399,674,83.83,16.17,893,57.11,42.89,9.27,90.73,63.77,44.25,64.96,17.03,18.03,55.61,9.79,71.8
2330,St. Clair County 5032.02,17163503202,65073252,5766,81.34,14.83,4360,2786,96.34,3.66,2447,42.13,57.87,4.17,95.83,33.81,76.77,31.829999999999995,30.450000000000003,37.73,39.29,25.17,76.9
2331,St. Clair County 5032.03,17163503203,121083532,6444,99.46,0.0,4755,3491,93.41,6.59,2564,32.76,67.24,4.87,95.13,27.86,78.88,21.1,25.0,53.89999999999999,30.1,32.92,79.7
2332,St. Clair County 5032.11,17163503211,9792274,3748,80.47,17.1,3031,2232,97.13,2.87,1939,31.1,68.9,4.62,95.38,33.78,79.06,34.559999999999995,22.27,43.17,27.580000000000002,41.01,77.0
2333,St. Clair County 5033.01,17163503301,3748135,3177,69.44,25.94,2188,1922,93.5,6.5,1612,22.52,77.48,5.38,94.62,44.29,63.66,45.4,28.160000000000004,26.419999999999998,31.220000000000002,28.7,75.6
2334,St. Clair County 5033.04,17163503304,24219492,6460,76.61,17.14,4496,3208,93.98,6.02,2597,23.1,76.9,8.01,91.99,27.23,75.26,23.259999999999998,34.7,42.050000000000004,30.56,32.39,80.6
2335,St. Clair County 5033.22,17163503322,9894970,6735,78.25,16.99,4939,3395,96.79,3.21,2610,36.25,63.75,7.32,92.68,33.34,75.29,21.02,27.16,51.8,26.18,35.82,78.6
2336,St. Clair County 5033.23,17163503323,11939863,7780,78.02,10.87,5395,4542,98.99,1.01,2755,29.15,70.85,4.5,95.5,20.69,88.49,11.51,21.01,67.48,21.779999999999998,40.239999999999995,80.9
2337,St. Clair County 5033.24,17163503324,4600050,6342,58.04,33.21,4668,3279,98.23,1.77,2652,28.47,71.53,2.45,97.55,37.15,80.64,28.17,20.630000000000003,51.209999999999994,22.13,35.330000000000005,77.5
2338,St. Clair County 5033.32,17163503332,5753067,5263,65.38,22.82,3512,3001,96.57,3.43,2316,22.75,77.25,8.13,91.87,30.66,75.09,44.519999999999996,20.34,35.15,19.85,37.11,75.4
2339,St. Clair County 5033.34,17163503334,6105821,5852,69.05,20.32,4075,3493,96.54,3.46,2614,29.0,71.0,5.7,94.3,34.97,79.6,31.759999999999998,24.37,43.89,29.66,34.96,79.0
2340,St. Clair County 5034.04,17163503404,32673846,7205,64.36,18.92,4370,3753,97.34,2.66,2228,13.38,86.62,5.74,94.26,15.88,86.57,3.3600000000000003,13.06,83.57000000000001,14.28,62.75,77.7
2341,St. Clair County 5034.11,17163503411,7614477,3409,81.58,9.47,2341,1371,96.94,3.06,1161,38.33,61.67,6.48,93.52,49.57,59.32,34.89,34.45,30.66,50.97,12.94,72.3
2342,St. Clair County 5034.12,17163503412,19111289,5133,79.88,9.37,3782,3105,95.88,4.12,2148,28.21,71.79,11.1,88.9,32.22,73.86,21.03,25.66,53.31,36.7,31.41,77.5
2343,St. Clair County 5034.13,17163503413,5499541,5351,53.41,36.48,3501,2922,96.48,3.52,2477,21.8,78.2,3.93,96.07,35.95,76.7,24.759999999999998,40.45,34.809999999999995,31.45,27.880000000000003,82.3
2344,St. Clair County 5034.14,17163503414,9283628,4287,53.51,38.4,2984,2221,95.77,4.23,1721,23.47,76.53,6.36,93.64,39.67,69.99,22.03,34.16,43.809999999999995,27.849999999999998,38.169999999999995,77.4
2345,St. Clair County 5039.03,17163503903,70586634,3721,93.15,2.55,2556,1989,97.74,2.26,1361,30.86,69.14,0.73,99.27,16.19,92.68,14.18,14.18,71.64999999999999,20.82,46.05,85.1
2346,St. Clair County 5039.05,17163503905,12190485,2645,97.28,0.0,1838,1427,99.37,0.63,1041,26.22,73.78,1.64,98.36,23.04,87.87,26.13,17.38,56.489999999999995,23.18,34.17,78.3
2347,St. Clair County 5039.06,17163503906,119370114,5327,95.1,0.99,3977,2832,96.43,3.57,1978,29.73,70.27,2.19,97.81,27.05,84.13,22.700000000000003,25.18,52.13,30.92,33.34,80.4
2348,St. Clair County 5040.01,17163504001,179902460,5188,97.55,0.35,3776,2710,97.53,2.47,2002,36.36,63.64,4.0,96.0,28.12,85.0,25.439999999999998,21.08,53.5,37.339999999999996,23.8,78.7
2349,St. Clair County 5040.02,17163504002,351978970,5279,99.32,0.0,3814,2725,95.45,4.55,2097,37.63,62.37,4.79,95.21,38.78,71.93,30.879999999999995,29.61,39.480000000000004,47.43,14.95,77.4
2350,St. Clair County 5043.51,17163504351,3098942,3180,78.52,12.42,2372,1392,98.2,1.8,1334,39.21,60.79,2.88,97.12,37.85,82.81,17.01,17.380000000000003,65.57999999999998,17.32,50.88,81.7
2351,St. Clair County 5043.52,17163504352,7340431,4256,87.29,6.56,3028,2070,96.81,3.19,1969,43.17,56.83,5.74,94.26,36.86,81.6,27.41,32.76,39.82,22.29,39.9,79.4
2352,St. Clair County 5043.54,17163504354,5222518,6764,70.61,13.44,4689,3681,93.1,6.9,2779,22.92,77.08,2.95,97.05,37.8,78.35,21.0,39.260000000000005,39.730000000000004,20.47,33.4,75.6
2353,St. Clair County 5043.55,17163504355,9727154,4884,82.25,9.97,3218,2458,96.66,3.34,1757,25.61,74.39,2.41,97.59,28.99,85.25,14.62,14.91,70.47,18.580000000000002,49.5,80.5
2354,St. Clair County 5046.00,17163504600,3120772,1790,0.89,98.77,1035,747,87.42,12.58,866,38.57,61.43,2.91,97.09,72.68,40.67,80.14000000000001,11.08,8.78,56.040000000000006,9.37,71.8
2355,Saline County 9551.00,17165955100,9051553,2224,96.72,0.0,1656,1019,89.99,10.01,1079,36.14,63.86,10.84,89.16,53.15,47.62,51.349999999999994,16.310000000000002,32.339999999999996,42.39,20.409999999999997,70.2
2356,Saline County 9555.00,17165955500,5137711,2425,96.04,0.45,1794,881,90.35,9.65,1040,42.88,57.12,2.83,97.17,59.54,49.51,52.69,32.970000000000006,14.330000000000002,50.28,12.77,72.2
2357,Saline County 9556.00,17165955600,287492338,2275,96.48,0.0,1651,1067,89.03,10.97,1013,38.7,61.3,6.11,93.89,40.53,70.46,31.400000000000002,25.56,43.04,33.85,25.44,77.1
2358,Saline County 9557.00,17165955700,217265095,2642,95.42,0.3,1799,1208,93.13,6.87,976,37.91,62.09,11.67,88.33,46.34,60.68,33.699999999999996,31.35,34.949999999999996,39.86,19.07,78.9
2359,Saline County 9558.00,17165955800,9540505,3266,91.49,1.01,2241,1319,88.55,11.45,1394,45.84,54.16,0.71,99.29,59.7,60.47,53.879999999999995,24.9,21.240000000000002,38.2,13.92,68.9
2360,Saline County 9559.00,17165955900,10979694,2474,88.8,3.27,1815,1113,87.78,12.22,1042,29.17,70.83,6.59,93.41,61.81,49.05,60.18000000000001,22.09,17.740000000000002,49.480000000000004,15.55,73.0
2361,Saline County 9560.00,17165956000,4549422,2845,87.94,3.73,2028,1317,92.33,7.67,1256,35.91,64.09,1.12,98.88,46.15,71.99,55.01,22.29,22.680000000000003,36.64,22.880000000000003,78.2
2362,Saline County 9561.00,17165956100,52975822,2365,84.44,11.84,1742,1129,96.99,3.01,1002,42.71,57.29,2.62,97.38,48.71,66.89,41.53,33.03,25.44,46.78,11.42,72.3
2363,Saline County 9562.00,17165956200,387178144,3219,97.45,0.06,2305,1630,97.73,2.27,1338,37.22,62.78,9.23,90.77,39.48,76.7,25.180000000000003,32.81,42.010000000000005,31.54,29.15,76.5
2364,Sangamon County 0001.00,17167000100,32267415,3881,82.74,6.88,2955,1965,93.94,6.06,1830,31.26,68.74,8.49,91.51,45.61,58.15,42.89,27.11,30.0,47.980000000000004,18.860000000000003,76.4
2365,Sangamon County 0002.01,17167000201,5895151,2625,78.86,14.97,1914,1312,96.49,3.51,1250,32.88,67.12,1.79,98.21,39.62,77.71,33.04,28.08,38.88,33.8,23.45,79.4
2366,Sangamon County 0002.02,17167000202,4077471,3032,70.94,26.58,2070,1575,93.46,6.54,1540,30.32,69.68,3.17,96.83,44.46,64.74,58.7,24.35,16.94,48.16,13.24,74.3
2367,Sangamon County 0003.00,17167000300,4162083,2772,78.21,12.3,1983,1237,90.54,9.46,1127,27.15,72.85,6.04,93.96,56.94,49.96,48.260000000000005,32.199999999999996,19.52,50.17,12.860000000000001,64.4
2368,Sangamon County 0004.00,17167000400,3215106,2212,72.74,6.51,1462,1027,95.91,4.09,907,27.12,72.88,3.75,96.25,37.52,79.16,41.900000000000006,32.74,25.349999999999998,43.77,19.7,76.3
2369,Sangamon County 0005.01,17167000501,4565618,2404,90.6,5.41,1727,1145,96.77,3.23,1004,38.75,61.25,1.21,98.79,36.02,84.9,18.12,23.799999999999997,58.06,36.01,24.259999999999998,77.3
2370,Sangamon County 0005.03,17167000503,2157773,3405,75.77,15.57,2315,1753,91.16,8.84,1519,38.58,61.42,2.7,97.3,50.13,61.94,40.16,33.769999999999996,26.07,52.14,10.200000000000001,76.1
2371,Sangamon County 0005.04,17167000504,2048751,2785,77.24,13.46,2000,1527,91.75,8.25,1262,36.37,63.63,3.3,96.7,43.34,74.22,18.07,42.55,39.38,38.85,25.5,75.7
2372,Sangamon County 0006.00,17167000600,6668057,4261,78.08,18.26,2893,1708,98.89,1.11,2195,35.58,64.42,3.83,96.17,58.01,50.79,62.809999999999995,23.6,13.58,53.79,5.22,75.1
2373,Sangamon County 0007.00,17167000700,2089877,1928,77.8,9.08,1341,1013,92.6,7.4,895,26.7,73.3,4.41,95.59,55.08,53.32,50.95,33.74,15.3,59.949999999999996,11.489999999999998,72.4
2374,Sangamon County 0008.00,17167000800,1271263,1955,34.94,63.07,1004,790,77.34,22.66,715,23.92,76.08,7.01,92.99,71.76,24.55,67.55999999999999,27.270000000000003,5.180000000000001,55.769999999999996,2.59,72.4
2375,Sangamon County 0009.00,17167000900,1430961,2657,62.63,31.09,1755,910,92.64,7.36,1261,33.15,66.85,2.04,97.96,64.64,40.89,69.86,23.479999999999997,6.66,42.39,17.21,72.4
2376,Sangamon County 0010.01,17167001001,2502760,1794,90.08,5.46,1505,814,98.03,1.97,926,52.81,47.19,2.51,97.49,41.3,79.1,23.440000000000005,15.01,61.559999999999995,20.46,46.63999999999999,79.6
2377,Sangamon County 0010.03,17167001003,1170500,1571,88.42,5.47,1033,828,98.67,1.33,706,32.44,67.56,1.72,98.28,41.5,73.39,25.489999999999995,22.240000000000002,52.269999999999996,12.49,45.7,79.3
2378,Sangamon County 0010.04,17167001004,2608021,4971,73.43,19.67,3517,2928,95.32,4.68,2753,25.17,74.83,4.35,95.65,31.25,78.51,37.339999999999996,31.750000000000004,30.91,37.22,39.669999999999995,80.5
2379,Sangamon County 0011.00,17167001100,1956744,2550,92.08,6.27,1891,1250,95.44,4.56,1155,35.06,64.94,3.6,96.4,32.11,81.45,30.12,30.209999999999997,39.660000000000004,20.46,38.97,79.3
2380,Sangamon County 0012.00,17167001200,1537045,3528,83.62,11.51,2403,2118,93.72,6.28,1608,20.96,79.04,5.22,94.78,27.58,80.92,30.03,36.760000000000005,33.21,25.85,35.67,76.9
2381,Sangamon County 0013.00,17167001300,1327187,1772,56.21,32.45,1191,966,93.79,6.21,869,22.32,77.68,5.27,94.73,31.61,76.26,40.51,39.36,20.14,33.33,33.59,74.7
2382,Sangamon County 0016.00,17167001600,2989644,3755,25.03,69.24,2264,1400,80.86,19.14,1486,37.08,62.92,4.07,95.93,81.15,26.76,64.74,16.96,18.31,55.56999999999999,2.48,73.4
2383,Sangamon County 0018.00,17167001800,1771847,2143,49.42,32.1,1305,1225,84.08,15.92,891,21.55,78.45,4.76,95.24,54.27,49.56,44.120000000000005,32.879999999999995,22.999999999999996,33.71,20.389999999999997,74.9
2384,Sangamon County 0019.00,17167001900,1398371,3216,79.29,16.48,2190,1672,94.32,5.68,1617,26.53,73.47,7.96,92.04,46.89,53.82,58.07000000000001,24.119999999999997,17.82,36.89,35.7,72.0
2385,Sangamon County 0021.00,17167002100,2900245,3104,86.47,8.47,2227,1711,97.9,2.1,1454,30.61,69.39,1.65,98.35,27.37,87.95,23.950000000000003,24.42,51.65,11.770000000000001,55.1,82.0
2386,Sangamon County 0022.00,17167002200,1502221,3111,86.5,8.55,2315,1845,93.22,6.78,1406,23.68,76.32,4.15,95.85,36.23,71.65,30.3,28.6,41.10999999999999,23.889999999999997,41.120000000000005,77.9
2387,Sangamon County 0023.00,17167002300,1378041,1872,51.07,47.6,1249,914,86.43,13.57,793,35.81,64.19,8.92,91.08,61.7,39.48,63.42999999999999,22.700000000000003,13.870000000000001,61.17,8.33,68.4
2388,Sangamon County 0024.00,17167002400,4642280,3184,35.33,58.7,2183,1291,86.75,13.25,1325,48.38,51.62,6.26,93.74,63.65,41.32,64.08,17.959999999999997,17.96,70.64,9.76,70.0
2389,Sangamon County 0025.00,17167002500,5305403,5308,63.55,34.1,3766,2261,93.1,6.9,2300,38.39,61.61,4.32,95.68,50.21,63.41,43.660000000000004,25.6,30.740000000000002,41.32,26.32,75.2
2390,Sangamon County 0026.00,17167002600,1833500,2807,86.11,12.75,2263,1665,89.91,10.09,1545,22.01,77.99,4.67,95.33,39.15,71.82,54.5,25.5,20.01,46.35,13.92,70.6
2391,Sangamon County 0027.00,17167002700,6706909,3185,87.22,8.32,2441,1693,92.91,7.09,1479,35.02,64.98,3.71,96.29,44.6,68.69,40.16,37.92,21.91,49.81,17.7,75.2
2392,Sangamon County 0028.01,17167002801,1796288,2854,78.8,8.55,2010,1662,96.63,3.37,1360,26.32,73.68,5.08,94.92,42.15,68.33,38.82,32.95,28.240000000000002,37.81,23.68,77.3
2393,Sangamon County 0028.02,17167002802,5880057,3890,42.13,46.2,2359,2111,96.21,3.79,1731,16.64,83.36,7.95,92.05,40.73,59.97,51.02000000000001,33.8,15.190000000000001,43.71,22.560000000000002,78.4
2394,Sangamon County 0029.00,17167002900,6129562,5306,77.35,16.4,3707,2839,91.97,8.03,2333,31.85,68.15,6.83,93.17,37.23,75.86,21.650000000000002,35.84,42.51,29.3,31.89,81.6
2395,Sangamon County 0030.00,17167003000,23259790,5913,73.97,9.54,3280,2680,97.31,2.69,2183,27.9,72.1,3.76,96.24,25.75,82.33,29.91,28.869999999999997,41.23,27.81,40.98,78.8
2396,Sangamon County 0031.00,17167003100,30042972,7592,89.19,6.18,5523,3808,97.98,2.02,3239,39.73,60.27,2.5,97.5,26.36,89.05,13.059999999999999,21.11,65.81,21.62,45.45,86.1
2397,Sangamon County 0032.01,17167003201,11563131,4353,90.47,0.87,2952,2317,99.01,0.99,1759,25.7,74.3,1.33,98.67,22.21,91.41,16.709999999999997,17.509999999999998,65.78,18.43,49.01,84.4
2398,Sangamon County 0032.02,17167003202,71599083,4221,96.61,0.9,2892,2380,99.2,0.8,1696,21.34,78.66,1.54,98.46,19.43,90.78,12.13,22.990000000000002,64.86,19.71,46.160000000000004,78.5
2399,Sangamon County 0032.03,17167003203,69148905,6732,95.17,1.59,4026,3414,97.04,2.96,2201,22.76,77.24,1.92,98.08,20.96,89.08,5.04,20.259999999999998,74.7,17.63,46.82,80.8
2400,Sangamon County 0033.00,17167003300,182067134,4767,98.38,0.0,3213,2569,96.11,3.89,1978,33.16,66.84,2.48,97.52,35.11,80.66,30.75,23.56,45.7,46.190000000000005,20.73,79.2
2401,Sangamon County 0034.00,17167003400,97437512,6176,98.22,0.58,4165,3281,99.15,0.85,2282,29.93,70.07,4.27,95.73,25.19,82.96,22.0,28.13,49.870000000000005,47.59,20.689999999999998,78.1
2402,Sangamon County 0035.00,17167003500,548131091,5001,98.18,0.9,3453,2596,97.5,2.5,2029,29.87,70.13,3.92,96.08,30.07,79.38,25.37,33.41,41.19,34.29,25.94,78.1
2403,Sangamon County 0036.01,17167003601,98014994,2562,94.85,0.0,1903,1142,97.81,2.19,1050,38.0,62.0,2.19,97.81,31.15,86.73,12.19,26.1,61.71,33.05,42.3,80.5
2404,Sangamon County 0036.02,17167003602,15156026,4372,91.7,2.08,3171,2243,97.73,2.27,1774,32.3,67.7,1.16,98.84,28.1,86.98,15.950000000000001,21.02,63.02,20.0,51.31,81.4
2405,Sangamon County 0036.03,17167003603,82825197,5482,82.62,5.11,3967,2853,98.49,1.51,2172,31.08,68.92,2.34,97.66,25.75,89.55,10.63,15.889999999999999,73.47999999999999,22.0,49.58,80.8
2406,Sangamon County 0036.04,17167003604,6943088,4869,79.69,10.08,3492,2180,97.8,2.2,2172,35.68,64.32,0.31,99.69,26.64,94.91,19.14,29.14,51.7,17.95,58.35999999999999,81.3
2407,Sangamon County 0038.01,17167003801,29039417,2344,86.18,1.58,1605,1193,91.95,8.05,918,35.19,64.81,6.02,93.98,46.8,62.63,34.76,36.16,29.09,52.83,9.1,70.7
2408,Sangamon County 0038.02,17167003802,71333933,6339,98.85,0.21,4596,2982,94.4,5.6,2765,42.5,57.5,6.2,93.8,32.36,78.72,45.25,13.85,40.91,47.300000000000004,21.23,77.6
2409,Sangamon County 0039.01,17167003901,107283391,5153,97.42,0.25,3607,2314,97.49,2.51,1923,34.32,65.68,1.18,98.82,27.83,90.18,10.41,14.870000000000001,74.72000000000001,24.03,44.86,80.6
2410,Sangamon County 0039.02,17167003902,93627523,3902,92.18,2.51,2783,1820,95.82,4.18,1549,38.48,61.52,2.14,97.86,32.64,85.19,19.16,20.799999999999997,60.03999999999999,31.330000000000002,38.730000000000004,79.0
2411,Sangamon County 0040.00,17167004000,356539747,4522,95.8,0.71,3271,2362,95.89,4.11,1802,39.29,60.71,5.49,94.51,31.77,78.46,26.480000000000004,24.69,48.83,48.910000000000004,20.119999999999997,78.7
2412,Schuyler County 9701.00,17169970100,762730257,2487,86.65,10.37,1971,882,94.22,5.78,724,43.37,56.63,14.44,85.56,42.06,54.16,30.1,27.479999999999997,42.39999999999999,44.95,20.44,76.0
2413,Schuyler County 9702.00,17169970200,18844089,2324,95.18,3.92,1768,1266,94.47,5.53,1162,36.83,63.17,5.28,94.72,40.22,70.33,43.12,36.15,20.740000000000002,49.38,20.59,73.3
2414,Schuyler County 9703.00,17169970300,351028538,2086,99.38,0.43,1517,922,89.26,10.74,844,45.26,54.74,3.84,96.16,37.2,76.41,27.02,26.65,46.33,36.39,18.720000000000002,87.8
2415,Scott County 9706.00,17171970600,317504924,1794,95.6,0.0,1304,880,95.45,4.55,699,41.49,58.51,4.68,95.32,42.75,65.61,26.9,32.19,40.919999999999995,52.45,20.09,79.8
2416,Scott County 9707.00,17171970700,332037112,3188,98.09,0.66,2269,1564,96.93,3.07,1274,40.58,59.42,2.23,97.77,41.82,73.7,32.1,33.28,34.61,53.510000000000005,19.43,79.6
2417,Shelby County 9591.00,17173959100,344620929,3823,98.51,0.29,2570,2011,97.02,2.98,1486,32.91,67.09,2.07,97.93,37.64,77.93,30.349999999999998,25.03,44.62,46.730000000000004,19.92,79.7
2418,Shelby County 9592.00,17173959200,398125630,2801,96.79,0.0,2083,1315,94.75,5.25,1215,44.77,55.23,6.64,93.36,40.52,73.01,30.69,32.760000000000005,36.53999999999999,52.81,16.71,76.4
2419,Shelby County 9593.00,17173959300,17668594,4813,95.3,2.47,3412,2504,93.89,6.11,2200,38.59,61.41,7.32,92.68,36.81,71.04,37.22,37.09,25.69,52.28,16.09,75.0
2420,Shelby County 9594.00,17173959400,352776108,3124,99.52,0.0,2196,1483,94.88,5.12,1332,40.02,59.98,1.02,98.98,46.83,73.69,30.179999999999996,34.980000000000004,34.83,41.67,16.490000000000002,81.8
2421,Shelby County 9595.00,17173959500,430033557,3884,99.74,0.0,2834,1904,98.95,1.05,1590,39.37,60.63,0.67,99.33,32.31,82.75,28.35,27.74,43.9,47.6,18.2,91.8
2422,Shelby County 9596.00,17173959600,421307892,3178,97.89,0.28,2422,1642,96.77,3.23,1335,38.28,61.72,5.03,94.97,38.67,71.77,34.160000000000004,30.86,34.99,65.11,10.29,76.4
2423,Stark County 9514.00,17175951400,337466017,2934,95.36,1.09,2066,1256,97.53,2.47,1240,39.27,60.73,5.68,94.32,48.18,61.83,40.49999999999999,29.43,30.07,53.39,13.260000000000002,78.8
2424,Stark County 9515.00,17175951500,408690196,2459,97.4,0.0,1773,1295,96.14,3.86,1064,33.46,66.54,4.19,95.81,35.0,76.64,34.4,27.35,38.25,46.64,22.62,82.5
2425,Stephenson County 0001.00,17177000100,249799333,4491,98.17,0.0,3196,2342,96.97,3.03,1780,40.34,59.66,4.65,95.35,35.98,72.81,22.74,31.86,45.38999999999999,34.58,23.56,81.2
2426,Stephenson County 0002.00,17177000200,245360995,2892,99.65,0.0,2182,1687,92.29,7.71,1289,41.12,58.88,3.7,96.3,41.63,74.14,31.88,27.689999999999998,40.42,45.19,21.360000000000003,83.2
